,Tweets,User,User_location,fav_count,rt_count,tweet_date
627,"RT @AICTE_INDIA: SAHAYAK Virtual #Hackathon @ #AICTEdge

Ideas/ Prototypes/ Web based solutions that can aid the life of Divyangjan (people…",Shivani Kushwaha,prayagraj,0,16,2020-05-31 06:50:56
628,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

??MHA issues new guidelines to fight #COVID19 to be effective from 1st June 2020. 

??Strict enfor…","FOB, Kanker",,0,55,2020-05-31 06:50:56
629,@sharmarekha @narendramodi Hope everything will be fine soon. Let's pray together and hope for the best. Help the n… https://t.co/yJAKOJ6wbe,Mitti Ke Rang,"Pune, India",0,0,2020-05-31 06:50:52
630,"RT @MR_AAB_: Why is Amity University asking us to pay the fee?
#waveoffuniversityfee
#IndiaFightsCorona
@ugc_india @AICTE_INDIA @PMOIndia @…",Harsh Vardhan Singh,"Lucknow, India",0,127,2020-05-31 06:50:51
631,"RT @PIB_India: National Directives for #COVID19 Management and Penalties for violation of #Lockdown measures

#IndiaFightsCorona #unlock1 h…",Vivek Pathak ???? Social Distancer ?????,New Delhi - India,0,140,2020-05-31 06:50:43
632,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??Day 24 of #VandeBharatMission: 

??3359 Indian nationals reached India yesterday. 

?? 35 repatri…","FOB, Kanker",,0,20,2020-05-31 06:50:42
633,"RT @COVIDNewsByMIB: #CoronaVirusUpdates: 

#COVID19 India Tracker
(As on 31 May, 2020, 08:00 AM)

?? Confirmed cases: 182,143
?? Active cas…",AIRcbschennai102.3MHz,,0,92,2020-05-31 06:50:41
634,"RT @ShivamS51024139: WATCH FULL VIDEO ??
https://t.co/tNxUDvJoJf
#COVID_19 #CORONAINPAKISTAN #PMMODI #IMRANKHANPTI #INDIAFIGHTSCORONA #ZEENE…",Daily Meme,,0,1,2020-05-31 06:50:35
635,"RT @PIBRaipur: #IndiaFightsCorona: 

MHA issues guidelines for phased re-opening of areas outside the containment zones. 

#Lockdownextenti…","FOB, Kanker",,0,8,2020-05-31 06:50:13
636,"RT @PIBRaipur: #IndiaFightsCorona: 

MHA issues order to extend #lockdown in Containment Zones upto 30th June, 2020 and to reopen prohibite…","FOB, Kanker",,0,9,2020-05-31 06:50:08
637,"RT @Parag_Kar: Indian Quarterly GDP Growth (FY 2014 till 2019) 

From Q3 2017 it has only seen a falling trend, and with Corona, god knows…",Clive,C-137,0,5,2020-05-31 06:50:05
638,"RT @airnewsalerts: Govt extends the Lockdown in Containment Zones upto 30 June 2020.

Prohibited activities to be reopened in phased manner…","FOB, Kanker",,0,427,2020-05-31 06:50:04
639,RT @surnell: #IndiaFightsCorona India should withdraw @drharshvardhan ji from the @who position. Should have nothing to do with them after…,SaintOrSinner,Hyderabad,0,29,2020-05-31 06:50:04
640,"#Coronavirus doesn't discriminate, why should we?

Listen to veteran actor @SrBachchan, Do not let the patients rec… https://t.co/rybWoe2HE5",Deepak,,0,0,2020-05-31 06:50:01
641,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

Guidelines for Phased re-opening of areas outside Containment zones 

??Phase 1: The following act…","FOB, Kanker",,0,28,2020-05-31 06:50:00
642,"RT @JaniChiragjani: The most beautiful things in the world cannot be seen or even touched. They must be felt with the heart.

#GoodMorningT…",Lokesh,,0,3,2020-05-31 06:49:55
643,"RT @COVIDNewsByMIB: #IndiaFightsCorona: 

MHA issues guidelines for phased re-opening of areas outside the containment zones. 

#Lockdownex…","FOB, Kanker",,0,66,2020-05-31 06:49:51
644,"RT @airnewsalerts: My dear countrymen, Namaskar! 

Our #MannKiBaat too has not remained untouched by the effect of Corona: #PMonAIR 

#Indi…",AIR News Silchar,"Silchar, India",0,15,2020-05-31 06:49:17
645,swachhbharat: A 99-year-old lady in #Mumbai is helping migrant workers by preparing food. A great initiative during… https://t.co/bbJyeWBE1w,Swachh Palamu,"Daltonganj, India",0,0,2020-05-31 06:49:13
646,"RT @Parag_Kar: Indian Quarterly GDP Growth (FY 2014 till 2019) 

From Q3 2017 it has only seen a falling trend, and with Corona, god knows…",Rutam Vora,Ahmedabad ?? Vadodara ,0,5,2020-05-31 06:49:11
647,"RT @MamcRda: With a heavy heart,we wish to inform about untimely demise of a proud corona warrior of LNJP Shri Charan Singh..May God give h…",Dr. Chadni,,0,21,2020-05-31 06:49:10
648,"RT @PIBRaipur: Govt extends the Lockdown in Containment Zones upto 30 June 2020.

Prohibited activities to be reopened in phased manner in…","FOB, Kanker",,0,8,2020-05-31 06:49:01
649,In this case we humans have wronged our nature...now let the justice prevail to our Mother Nature while we suffer i… https://t.co/K8S6w5e1Yd,Angelica Almeida,,0,0,2020-05-31 06:49:00
650,"RT @PIBRaipur: #IndiaFightsCorona: 

Guidelines for Phased re-opening of areas outside Containment zones 

??Phase 1: The following activiti…","FOB, Kanker",,0,7,2020-05-31 06:48:56
651,RT @swachhbharat: A 99-year-old lady in #Mumbai is helping migrant workers by preparing food. A great initiative during this critical time!…,Field Outreach Bureau - Goa,"Panaji, Goa",0,30,2020-05-31 06:48:54
652,"RT @BOC_MIB: As #IndiaFightsCorona, govt has taken steps to ensure that basic health services are not disrupted. 

@ROBBhopal spoke to Dr.…","FOB, Kanker",,0,16,2020-05-31 06:48:51
653,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",Incredible India,Land of Seekers,0,27,2020-05-31 06:48:50
654,"RT @Parag_Kar: Indian Quarterly GDP Growth (FY 2014 till 2019) 

From Q3 2017 it has only seen a falling trend, and with Corona, god knows…",SS,India,0,5,2020-05-31 06:48:41
655,"RT @BOC_MIB: Govt's #eLearning platforms are helping students study from the safety of their homes as #IndiaFightsCorona. 

#DIKSHA, #ePATH…","FOB, Kanker",,0,22,2020-05-31 06:48:35
656,RT @surnell: #IndiaFightsCorona India should withdraw @drharshvardhan ji from the @who position. Should have nothing to do with them after…,Ganesha,Mother Earth,0,29,2020-05-31 06:48:18
657,"RT @Geethak_MP: Corona can’t just be controlled by government, we have to individually fight this by following precautions and being carefu…",Pamarthi ss prasad,"Vijayawada, AP. India",0,1,2020-05-31 06:48:18
658,"WATCH FULL VIDEO ??
https://t.co/tNxUDvJoJf
#COVID_19 #CORONAINPAKISTAN #PMMODI #IMRANKHANPTI #INDIAFIGHTSCORONA… https://t.co/kJjbtQGgoA",SHARMA NEWS RJ,NEW DELHI ,1,1,2020-05-31 06:48:04
659,The most beautiful things in the world cannot be seen or even touched. They must be felt with the heart.… https://t.co/5M2Xs8PGKT,Chirag jani,Mumbai,17,3,2020-05-31 06:47:57
660,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",Field Outreach Bureau - Goa,"Panaji, Goa",0,27,2020-05-31 06:47:57
661,RT @PankajSinghBJP: We shall ensure every possible help. Kindly DM your contact number. #IndiaFightsCorona,??????? ??,????????,0,10,2020-05-31 06:47:46
662,"Indian Navy commences next phase of Samudra Setu
#SamudraSetu #SamudraSetuMission #IndianNavy #evacuation… https://t.co/shuBcZV1TB",PenNews,,0,0,2020-05-31 06:47:11
663,RT @BeingSalmanKhan: Thank u ?? @CMOMaharashtra @Iamrahulkanal @MumbaiPolice  #IndiaFightsCorona,Bhai,"?? ??????, ????",0,4006,2020-05-31 06:47:11
664,"RT @Parag_Kar: Indian Quarterly GDP Growth (FY 2014 till 2019) 

From Q3 2017 it has only seen a falling trend, and with Corona, god knows…",Rohan Venkat,"New Delhi, India",0,5,2020-05-31 06:46:50
665,swachhbharat: A 99-year-old lady in #Mumbai is helping migrant workers by preparing food. A great initiative during… https://t.co/xciS7g2Edo,Swachh Pratapgarh UP,"Bela Pratapgarh, India",0,0,2020-05-31 06:46:20
666,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",Rajbir Singh,,0,27,2020-05-31 06:46:08
667,"#Unlock 1.0:
What's #Open &amp; from when in #MHA's phase-wise reopening Plan.
You all must #See it.
?? #STAY HOME, STAY… https://t.co/mSrVTNePKU",????Udyant Choudhary??,"Darbhanga, India",0,0,2020-05-31 06:46:07
668,"RT @SetuAarogya: Covid-19: Why widespread use of Aarogya Setu needed

https://t.co/aQkC9dXgvO

#SetuMeraBodyguard 
#IndiaFightsCorona",DHIRAJ GUPTA,"New Delhi, India",0,72,2020-05-31 06:45:56
669,"RT @LabourMinistry: #Coronavirus Myths vs Facts

#IndiaFightsCorona 
#SocialSecurity https://t.co/oY67e5ATZO",epfohyderabad(madhapur),,0,14,2020-05-31 06:45:54
670,RT @swachhbharat: A 99-year-old lady in #Mumbai is helping migrant workers by preparing food. A great initiative during this critical time!…,Shashank Sachan,"Bilaspur, India",0,30,2020-05-31 06:45:50
671,RT @swachhbharat: A 99-year-old lady in #Mumbai is helping migrant workers by preparing food. A great initiative during this critical time!…,Pray Patel ???? #StayHome #StaySafe,,0,30,2020-05-31 06:45:49
672,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",Ashok B,,0,27,2020-05-31 06:45:41
673,"Telling lies is biggest achievement of Modi Govt in second term: Siddaramaiah
#narendramodi #modigovt #siddaramaiah… https://t.co/Pm6TSSfKid",PenNews,,0,0,2020-05-31 06:45:38
674,"RT @AkashvaniAIR: Speaking about #yoga getting integrated with people's lives and is on the rise especially relating to #COVID19 pandemic,…",Malapati,India,0,5,2020-05-31 06:44:53
675,"RT @saieemanjrekarr: Thank you @BeingSalmanKhan for providing 1Lakh Hand Sanitizers to  @MumbaiPolice 

#WarAgainstVirus #IndiaFightsCorona…",Ubaid Rak,"Karachi, Pakistan",0,140,2020-05-31 06:44:43
676,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",PRO Defence Palam,"New Delhi, India",0,27,2020-05-31 06:44:39
677,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",Shashank Sachan,"Bilaspur, India",0,27,2020-05-31 06:44:35
678,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",Akash K Pandey,"Deoria, UP, India",0,27,2020-05-31 06:44:32
679,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

Next phase of Operation #SamudraSetu to repatriate Indian citizens from overseas will commence tom…","FOB, Kanker",,0,26,2020-05-31 06:44:23
680,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

@DGCAIndia says the suspension of scheduled international commercial passenger flights will contin…","FOB, Kanker",,0,36,2020-05-31 06:44:14
681,"RT @ugc_india: #UGC requests Universities &amp; Colleges to sympathetically address students’ issue of payment of annual/semester fee, tuition…",RAGHVENDRA PANDEY,varanasi,0,412,2020-05-31 06:44:10
682,RT @BeingSalmanKhan: Setting examples... #IndiaFightsCorona https://t.co/kF2gyMK8qK,A M A N,SoMeWhErE In PlAnEt EaRtH ,0,15107,2020-05-31 06:44:03
683,"RT @IndianNavy16: Op #samudrasetu 
#INSjalashwa sails out for next face of operation #samudrasetu.
Will first repatriate Indian citizens fr…",?????????????,,0,1,2020-05-31 06:43:59
684,RT @saieemanjrekarr: Mask with a T-shirt ?? @RonitBoseRoy #IndiaFightsCorona https://t.co/bNRqYKP8OA,Snehasis Mistri,"Kolkata, India",0,21,2020-05-31 06:43:39
685,"#India shouldn't forget, revision paper....... 
#MannKiBaat #IndiaFightsCorona #IndiaFightsCOVID19 #india 
#COVID__19",WeThePeople of India,Delhi,0,0,2020-05-31 06:43:38
686,RT @swachhbharat: A 99-year-old lady in #Mumbai is helping migrant workers by preparing food. A great initiative during this critical time!…,Sukhbir,India,0,30,2020-05-31 06:43:34
687,"@ipspankajnain We all are sailing ?in the same boat. 
#IndiaFightsCorona 
#Unlock1 
#stayawarestaysafe
#Social_Distancing 
 #mask4all  ??????",Rajesh Sharma, India,0,0,2020-05-31 06:43:28
688,"RT @GVMC_OFFICIAL: Spread solidarity and love,not stigma or fear.

#IndiaFightsCorona 
#BreakTheStigma https://t.co/beUDmLVRnf",Venkatesh,,0,2,2020-05-31 06:43:09
689,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

#COVID19 India UPDATE:

?? Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983…",Shashank Sachan,"Bilaspur, India",0,48,2020-05-31 06:43:05
690,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",DD Kashir,"Srinagar, Jammu And Kashmir",0,27,2020-05-31 06:43:02
691,"RT @BOC_MIB: #IndiaFightsCorona:

#COVID19 India UPDATE:

??Total Cases - 182143
??Active Cases - 89995
??Cured/Discharged- 86983
??Deaths…",Shashank Sachan,"Bilaspur, India",0,11,2020-05-31 06:43:00
692,RT @swachhbharat: A 99-year-old lady in #Mumbai is helping migrant workers by preparing food. A great initiative during this critical time!…,Varun Ganesh Manay,Bangalore,0,30,2020-05-31 06:42:55
693,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",Varun Ganesh Manay,Bangalore,0,27,2020-05-31 06:42:47
694,RT @swachhbharat: A 99-year-old lady in #Mumbai is helping migrant workers by preparing food. A great initiative during this critical time!…,#IndiaFightsCorona,,0,30,2020-05-31 06:42:37
695,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",Tabora Galeano,,0,27,2020-05-31 06:42:30
696,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",Wuhaha Virus,"Chennai, India",0,27,2020-05-31 06:42:26
697,"RT @SRKCHENNAIFC: Following our idol @iamsrk's noble work for our country in this #Covid19 fight, here’s our little contributions to @MeerF…",?????????,India,0,90,2020-05-31 06:42:24
698,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

Passengers bound for Amritsar and Srinagar flight arrive at Hamad International Airport in Doha.…",A V,"New Delhi, India",0,20,2020-05-31 06:42:23
699,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It reduce…",Bharath BJP G Murugadassan Auditor,"Pondicherry, India",0,27,2020-05-31 06:42:19
700,"RT @COVIDNewsByMIB: #IndiaFightsCorona:

""Smokers are more likely to get a severe case of #COVID19"" - @WHO 

#StaySafe #StayAtHome",AIR SHILLONG,,0,22,2020-05-31 06:42:17
701,RT @MhatreViru: Distributed *Arsenic Album 30 and Camphora 1M* homeopathic tablets by the efforts of *MLA Adv. Ashish Shelar* to the Coopra…,Adv.Rajesh Singh,"Mumbai, Maharashtra",0,4,2020-05-31 06:42:11
702,"#IndiaFightsCorona:

??How smoking makes people more vulnerable to #COVID19 ???

??It leads to lung diseases
??It re… https://t.co/rw91Kc3plb",#IndiaFightsCorona,,44,27,2020-05-31 06:42:07
703,"RT @AkashvaniAIR: Speaking about #yoga getting integrated with people's lives and is on the rise especially relating to #COVID19 pandemic,…",AIR SHILLONG,,0,5,2020-05-31 06:42:05
704,"RT @PIBRaipur: #IndiaFightsCorona: 

MHA issues order to extend #lockdown in Containment Zones upto 30th June, 2020 and to reopen prohibite…",K S Diwan,,0,9,2020-05-31 06:42:03
705,RT @swachhbharat: A 99-year-old lady in #Mumbai is helping migrant workers by preparing food. A great initiative during this critical time!…,Harish Singh,U.S Nagar Uttarakhand India ,0,30,2020-05-31 06:41:59
706,RT @surnell: #IndiaFightsCorona Night Curfew across the country. No movement of people unless emergency after 9pm upto 5am next morning. Pr…,Dr. Kiran K,"Bengaluru South, India",0,4,2020-05-31 06:41:58
707,"RT @AkashvaniAIR: #MKB Speaking of those affected by #Coronavirus with newer challenges and consequent hardships, a scourge that does not h…",AIR SHILLONG,,0,6,2020-05-31 06:41:55
708,"RT @airnewsalerts: 60 labourers left for their homes in Jharkhand by special private bus, maintaining social distancing norms, from the ren…",PIB in Chhattisgarh,"Raipur, India",0,12,2020-05-31 06:41:52
709,"RT @BJP4India: Download the Aarogya Setu App to protect yourself, your family, your friends and your nation.

Keep yourself safe and make I…",CHARANJEET SINGH,"SRI GANGANAGAR,RAJASTHAN",0,901,2020-05-31 06:41:50
710,RT @swachhbharat: A 99-year-old lady in #Mumbai is helping migrant workers by preparing food. A great initiative during this critical time!…,Neelima Kulkarni,"mumbai, India",0,30,2020-05-31 06:41:47
711,RT @surnell: #IndiaFightsCorona These directives are quite good. Very clear that any form of spitting is punishable (not conditional like @…,Dr. Kiran K,"Bengaluru South, India",0,5,2020-05-31 06:41:45
